enrichment_targets,source_id,data_type,schema_version,enrichment_target,disease_state_names,occurrence_date,source_name,therapeutic_area_names,asset_names,stakeholder_internal_ids,stakeholder_source_ids,stakeholder_names,msl_internal_ids,msl_source_ids,msl_names,interaction_type,stakeholder_type,country,state,text
text,83f94b20-5a0b-4f26-8346-3cae0a183c50,insights_interaction,latest,,,2024-01-28,MSL Interactions,Oncology,Vibranium,,WB-US-03895,Everett Ashby,,onco-us-0010,Christopher Lee,Phone,Avenger,United States,MD,Significant improvement in circulating tumor DNA clearance during treatment cycle
text,2919fdfc-7901-466e-aee2-17a174fea6ec,insights_interaction,latest,,,2024-04-09,MSL Interactions,Oncology,Vibranium,,WB-US-04785,Richard Delacruz,,onco-us-0010,Christopher Lee,Iron Man,X-Men,United States,PA,Significant reduction in pain scores and improved emotional well-being reported by patients undergoing combination Vibranium/Wakanda therapy.
text,7b1048d9-d3cd-4a8b-8641-f28bd5e2f25c,insights_interaction,latest,,,2024-06-14,MSL Interactions,Oncology,Vibranium,,WB-US-03059,Nita Manjarrez,,onco-us-0010,Christopher Lee,Ulton,Deadpool,United States,PA,Stable disease observed in majority of patients after 4 weeks of treatment.
text,d8392b38-94ea-4815-b78a-3af9b709ef8f,insights_interaction,latest,,,2024-09-14,MSL Interactions,Oncology,Vibranium,,WB-US-03699,Michael Poorman,,onco-us-0010,Christopher Lee,Ulton,Avenger,United States,PA,No clear correlation found between specific genetic mutations and treatment response.
text,3f86a8d2-3b09-43cf-aabd-d04ba3f64411,insights_interaction,latest,,,2021-03-02,MSL Interactions,Oncology,Vibranium,,WB-EU-02402,Lacey Alvez,,onco-eu-0054,Claire Moreau,Phone,Avenger,Spain,,"Increased expression of PD-L1 was noted in tumor biopsies post-treatment, suggesting a potential synergy with immune checkpoint inhibitors."
text,cbd6fd9b-c6f4-49f4-b93e-4047cbfcfc78,insights_interaction,latest,,,2021-04-12,MSL Interactions,Oncology,Vibranium,,WB-EU-02633,Robert Grossen,,onco-eu-0054,Claire Moreau,Phone,Avenger,Italy,,"Patients reported significantly reduced pain scores and improved performance status compared to standard chemotherapy, indicating enhanced symptomatic management."
text,d39ed7b3-08b0-4ebd-a14e-3c517dd5eda0,insights_interaction,latest,,,2021-07-15,MSL Interactions,Oncology,Vibranium,,WB-EU-02165,Minnie Bundren,,onco-eu-0054,Claire Moreau,Ulton,Avenger,Spain,,Observed 62% objective response rate in metastatic triple-negative breast cancer patients with high PD-L1 expression
text,6fcbf59c-2d36-4a2f-a430-a0be1dd92629,insights_interaction,latest,,,2021-08-14,MSL Interactions,Oncology,Vibranium,,WB-EU-02190,Katie Simpson,,onco-eu-0054,Claire Moreau,Phone,Deadpool,Italy,,"Significant tumor shrinkage observed in pancreatic cancer patients with limited conventional treatment options, offering promising alternative approach."
text,4533c6b7-35f0-4f19-82aa-404eeb2c38a1,insights_interaction,latest,,,2021-09-05,MSL Interactions,Oncology,Vibranium,,WB-EU-02481,Phyllis Smith,,onco-eu-0054,Claire Moreau,Iron Man,X-Men,Italy,,Improved appetite and increased energy levels observed in a patient with advanced melanoma undergoing Vibranium/Wakanda treatment.
text,71dc5fb7-23c8-4e3f-9323-1bf70628acba,insights_interaction,latest,,,2023-01-12,MSL Interactions,Oncology,Vibranium,,WB-EU-02273,Walter Heidema,,onco-eu-0054,Claire Moreau,Phone,Avenger,Italy,,Response to Vibranium appears to be more pronounced in patients with high tumor mutational burden (TMB).
text,d085476b-dcf3-4cb2-a309-21bab632abc2,insights_interaction,latest,,,2023-07-20,MSL Interactions,Oncology,Vibranium,,WB-EU-02298,Pamela Miller,,onco-eu-0054,Claire Moreau,Phone,Clinical Pharmacist,Italy,,Treatment response variability observed among different age groups
text,6070a3d9-b6a4-40d5-b350-5e6e1ac0dacd,insights_interaction,latest,,,2023-09-25,MSL Interactions,Oncology,Vibranium,,WB-EU-02184,Billy Pierce,,onco-eu-0054,Claire Moreau,Ulton,Deadpool,Greece,,"Mild fatigue and nausea were reported in a patient receiving Vibranium/Wakanda, resolving with supportive care."
text,14ef9ab3-7cf3-49a6-b2bc-135589360aef,insights_interaction,latest,,,2023-10-02,MSL Interactions,Oncology,Vibranium,,WB-EU-02988,Charles Lebowitz,,onco-eu-0054,Claire Moreau,Ulton,Avenger,Spain,,Demonstrated durable complete response in 22% of heavily pre-treated patients with advanced malignancies
text,3fad36c8-5b39-4e83-82d7-d8fab7fc6458,insights_interaction,latest,,,2023-10-05,MSL Interactions,Oncology,Vibranium,,WB-EU-02760,Sherry Clanton,,onco-eu-0054,Claire Moreau,Phone,Avenger,Italy,,"Moderate efficacy in heterogeneous patient populations, emphasizing importance of precise patient selection"
text,c1aad9ca-a245-4625-be1e-a0368f10fac7,insights_interaction,latest,,,2023-12-12,MSL Interactions,Oncology,Vibranium,,WB-EU-02636,Jennifer Lawrence,,onco-eu-0054,Claire Moreau,Iron Man,Deadpool,Italy,,The optimal dosing schedule for Vibranium/Wakanda is still under investigation.
text,9c1d3f10-d84e-4380-9a9b-553765752253,insights_interaction,latest,,,2024-02-02,MSL Interactions,Oncology,Vibranium,,WB-EU-02451,Ira Rutland,,onco-eu-0054,Claire Moreau,Iron Man,X-Men,Greece,,Improved sleep quality reported by several patients on the therapy.
text,63623e48-ec8b-4709-ab34-8e5c06c46b91,insights_interaction,latest,,,2024-03-27,MSL Interactions,Oncology,Vibranium,,WB-EU-02251,John Grundy,,onco-eu-0054,Claire Moreau,Ulton,Clinical Pharmacist,Greece,,Cost-effectiveness analysis demonstrates potential 35% reduction in overall treatment expenditure compared to current standard therapies.
text,8b2265e0-dce3-427d-910b-f06d7715669f,insights_interaction,latest,,,2024-04-13,MSL Interactions,Oncology,Vibranium,,WB-EU-02407,Michael Wilson,,onco-eu-0054,Claire Moreau,Iron Man,X-Men,Italy,,"Challenges in administering Vibranium/Wakanda due to its complex delivery method were noted, requiring specialized training and equipment."
text,a44ab4db-f00e-4fbf-8979-2dc310f9f117,insights_interaction,latest,,,2024-04-19,MSL Interactions,Oncology,Vibranium,,WB-EU-02020,Terri Lyons,,onco-eu-0054,Claire Moreau,Phone,X-Men,Italy,,"Remarkable complete response rates in triple-negative breast cancer patients, with 35% achieving total tumor resolution after six treatment cycles."
text,55683c38-7009-406f-8a81-661749216436,insights_interaction,latest,,,2024-04-30,MSL Interactions,Oncology,Vibranium,,WB-EU-02988,Charles Lebowitz,,onco-eu-0054,Claire Moreau,Iron Man,Avenger,Spain,,No clear correlation was found between age and response to Vibranium/Wakanda.
text,791e70df-9a5f-49cb-989c-2df300603a1c,insights_interaction,latest,,,2024-10-03,MSL Interactions,Oncology,Vibranium,,WB-EU-02219,Gregory Underwood,,onco-eu-0054,Claire Moreau,Iron Man,Avenger,Ragnarok,,"Variable response rates observed across different cancer subtypes, highlighting importance of personalized treatment strategies."
text,f6118d6c-e468-4bbb-8b83-00254e53082f,insights_interaction,latest,,,2024-10-21,MSL Interactions,Oncology,Vibranium,,WB-EU-02353,Tiffaney Joyce,,onco-eu-0054,Claire Moreau,Iron Man,Wolverine,Ragnarok,,"Mild fatigue and nausea were reported in a patient receiving Vibranium/Wakanda, resolving with supportive care."
text,93f7969b-4607-46e3-a1e0-0fdf79882a08,insights_interaction,latest,,,2021-01-01,MSL Interactions,Oncology,Vibranium,,WB-US-05582,Brandi Bonds,,onco-us-0016,Daniel Johnson,Phone,Avenger,United States,MS,Demonstrated statistically significant tumor reduction of 43% in metastatic breast cancer patients with HER2-negative profiles during phase II trial
text,7156d023-0a5b-4591-894e-288ddc3a84ea,insights_interaction,latest,,,2021-03-27,MSL Interactions,Oncology,Vibranium,,WB-US-05439,Wallace Allen,,onco-us-0016,Daniel Johnson,Phone,X-Men,United States,KY,Novel immune signature identified that predicts superior treatment response with 78% accuracy
text,530d138f-0364-4c0f-b526-54c223cb120f,insights_interaction,latest,,,2021-09-30,MSL Interactions,Oncology,Vibranium,,WB-US-05375,Harrison Rhoades,,onco-us-0016,Daniel Johnson,Ulton,Deadpool,United States,WV,Complete metabolic response observed in 34% of patients with advanced lung adenocarcinoma
text,9a38cda1-f968-4ea5-9ca9-62300cd94039,insights_interaction,latest,,,2021-12-17,MSL Interactions,Oncology,Vibranium,,WB-US-05698,Ronnie Scholle,,onco-us-0016,Daniel Johnson,Iron Man,Avenger,United States,VA,"Enhanced synergistic effects when combined with targeted immunotherapeutic interventions, expanding potential treatment strategies."
text,e7d19241-4599-4a0e-92b8-5d4dfe5ea58a,insights_interaction,latest,,,2022-01-27,MSL Interactions,Oncology,Vibranium,,WB-US-05660,Jordon Smith,,onco-us-0016,Daniel Johnson,Ulton,Avenger,United States,KY,Significant reduction in pain scores and improved functional status for advanced cancer patients
text,ce814d50-b304-4400-8b8c-2cf509876c75,insights_interaction,latest,,,2023-06-12,MSL Interactions,Oncology,Vibranium,,WB-US-04833,Brenda Chang,,onco-us-0016,Daniel Johnson,Ulton,Wolverine,United States,MS,Cost-effectiveness analysis indicates potential healthcare system benefits
text,b7209cdc-04a4-46a9-8961-67261e689a47,insights_interaction,latest,,,2023-09-02,MSL Interactions,Oncology,Vibranium,,WB-US-05632,Dorothy Gaskin,,onco-us-0016,Daniel Johnson,Phone,Clinical Pharmacist,United States,TN,Correlation observed between increased PD-L1 expression and response to Vibranium/Wakanda therapy.
text,3ecbec1b-5037-4cc4-8533-9631381abf7a,insights_interaction,latest,,,2024-03-13,MSL Interactions,Oncology,Vibranium,,WB-US-05767,Malena Whitaker,,onco-us-0016,Daniel Johnson,Iron Man,Wolverine,United States,GA,Patients reported significantly improved symptom management and reduced pain scores compared to conventional chemotherapy regimens
text,7fc10408-5d64-4509-abfb-1951908cb33b,insights_interaction,latest,,,2024-04-02,MSL Interactions,Oncology,Vibranium,,WB-US-06345,Brenda Markel,,onco-us-0016,Daniel Johnson,Iron Man,X-Men,United States,FL,No clear correlation was found between age and response to Vibranium/Wakanda.
text,be69a926-4b24-4ad9-9538-07e32418b2f2,insights_interaction,latest,,,2024-04-18,MSL Interactions,Oncology,Vibranium,,WB-US-04851,Genevieve Aguirre,,onco-us-0016,Daniel Johnson,Ulton,Avenger,United States,SC,One patient experienced a severe allergic reaction requiring immediate medical intervention after the first dose of Vibranium/Wakanda.
text,1b8205a6-186c-4071-9c7d-1082e1d8aadf,insights_interaction,latest,,,2024-05-02,MSL Interactions,Oncology,Vibranium,,WB-US-06022,Joseph Scruggs,,onco-us-0016,Daniel Johnson,Ulton,X-Men,United States,MS,Long-term follow-up data shows stable cardiovascular and renal safety profiles with no significant late-onset adverse events.
text,0c57c2a4-a706-4752-bffa-eded6cce5cd0,insights_interaction,latest,,,2024-05-11,MSL Interactions,Oncology,Vibranium,,WB-US-06283,Kelly Jones,,onco-us-0016,Daniel Johnson,Iron Man,Avenger,United States,SC,Further research is needed to identify additional predictive biomarkers for response to Vibranium/Wakanda therapy.
text,c3654e82-15ed-4ca9-9dca-ab431aedca85,insights_interaction,latest,,,2024-05-19,MSL Interactions,Oncology,Vibranium,,WB-US-05841,James Cornelius,,onco-us-0016,Daniel Johnson,Iron Man,X-Men,United States,AL,Combination therapy requires careful dosage adjustment and frequent monitoring of liver function
text,dcd29af4-b822-44b8-a6f7-fa445f2532cf,insights_interaction,latest,,,2024-07-27,MSL Interactions,Oncology,Vibranium,,WB-US-04803,Jesus Post,,onco-us-0016,Daniel Johnson,Ulton,X-Men,United States,TN,"Mild flu-like symptoms were reported in most patients during the initial phase of Vibranium/Wakanda treatment, resolving within 72 hours with supportive care."
text,ec9e81f9-eb1a-4eaa-b3ea-3543eeec11a3,insights_interaction,latest,,,2024-09-22,MSL Interactions,Oncology,Vibranium,,WB-US-05037,Terry Foster,,onco-us-0016,Daniel Johnson,Iron Man,X-Men,United States,KY,Treatment regimen was well-tolerated by most patients with minimal interruptions.
text,8394aba9-8e1b-4b2a-a939-3dba4e17bedb,insights_interaction,latest,,,2024-10-06,MSL Interactions,Oncology,Vibranium,,WB-US-05900,Natasha Morrison,,onco-us-0016,Daniel Johnson,Iron Man,Deadpool,United States,VA,"Observed differential response rates across age demographics, requiring nuanced treatment strategies"
text,bcfc62ab-05f7-4354-ac18-7fc95f8c7db5,insights_interaction,latest,,,2024-12-29,MSL Interactions,Oncology,Vibranium,,WB-US-05717,Angela Daigle,,onco-us-0016,Daniel Johnson,Ulton,Avenger,United States,WV,"Emerging evidence suggests potential genetic mutation interactions influencing treatment response, warranting further comprehensive molecular profiling studies."
text,3ebc470b-74aa-40c6-880c-4c9d4a5c2be7,insights_interaction,latest,,,2021-02-22,MSL Interactions,Oncology,Vibranium,,WB-US-00995,Roxane Gemmill,,onco-us-0004,David Patterson,Iron Man,X-Men,United States,RI,Circulating tumor DNA analysis demonstrates early treatment response prediction with high molecular specificity.
text,33ed2e6c-cc0f-4212-b4dc-99ff11ac7c32,insights_interaction,latest,,,2022-01-16,MSL Interactions,Oncology,Vibranium,,WB-US-01190,Stephen Woods,,onco-us-0004,David Patterson,Ulton,X-Men,United States,ME,Circulating tumor DNA analysis demonstrates early treatment response prediction with high molecular specificity.
text,519ac769-202f-4ede-afc1-2cee633146e3,insights_interaction,latest,,,2022-05-13,MSL Interactions,Oncology,Vibranium,,WB-US-00471,Donald Mcintire,,onco-us-0004,David Patterson,Phone,Avenger,United States,CT,Cost-effectiveness analysis demonstrates potential for significant healthcare resource optimization
text,5338c8c5-1544-4272-9a1a-58ce00b4740a,insights_interaction,latest,,,2022-05-29,MSL Interactions,Oncology,Vibranium,,WB-US-01489,Gloria White,,onco-us-0004,David Patterson,Phone,X-Men,United States,NY,"Treatment is well-tolerated in most patients, leading to high adherence rates."
text,9623a7e8-708a-44cf-877a-b127c2fe168d,insights_interaction,latest,,,2023-02-07,MSL Interactions,Oncology,Vibranium,,WB-US-01459,Benjamin Michael,,onco-us-0004,David Patterson,Phone,Avenger,United States,MA,"Infusion reactions were manageable in most patients, with pre-medication effectively mitigating symptoms."
text,c6777e94-e037-42ed-a53b-458090a9d886,insights_interaction,latest,,,2023-04-12,MSL Interactions,Oncology,Vibranium,,WB-US-01412,Roberto Booher,,onco-us-0004,David Patterson,Phone,X-Men,United States,MA,Observed slower response rates in patients with prior extensive chemotherapy treatment compared to treatment-naive patients.
text,a19d57b2-668c-45ec-8e72-c01975eea3bc,insights_interaction,latest,,,2023-05-08,MSL Interactions,Oncology,Vibranium,,WB-US-02742,Karleen Rice,,onco-us-0004,David Patterson,Iron Man,Avenger,United States,NH,Administration protocol requires careful monitoring and potential dose adjustments
text,03d3df7d-45b6-4c5b-b55f-9699b890e4b4,insights_interaction,latest,,,2023-06-17,MSL Interactions,Oncology,Vibranium,,WB-US-00001,Thomas Schaefer,,onco-us-0004,David Patterson,Ulton,X-Men,United States,RI,Minor hepatic enzyme elevations observed in approximately 18% of patients
text,c9c5d468-91e5-4fee-8a15-035ffd795d97,insights_interaction,latest,,,2023-07-29,MSL Interactions,Oncology,Vibranium,,WB-US-01299,Ladonna Foglesong,,onco-us-0004,David Patterson,Ulton,X-Men,United States,MA,"Grade 1 fatigue and nausea were reported in a patient receiving Vibranium/Wakanda, resolving with supportive care."
text,92478852-201c-487b-8d65-f0ba7b615457,insights_interaction,latest,,,2023-08-28,MSL Interactions,Oncology,Vibranium,,WB-US-02551,Joshua Wise,,onco-us-0004,David Patterson,Phone,Avenger,United States,CT,"Observed 37% objective response rate in advanced metastatic solid tumors, with notable reduction in tumor volume"
text,da6677fc-cca7-4267-a681-780556be401c,insights_interaction,latest,,,2024-05-23,MSL Interactions,Oncology,Vibranium,,WB-US-01046,Mary Mills,,onco-us-0004,David Patterson,Iron Man,Avenger,United States,MA,Moderate improvement in overall survival with statistically marginal significance
text,903f7467-7ef2-494e-bd6f-e893d5e33c4b,insights_interaction,latest,,,2024-07-23,MSL Interactions,Oncology,Vibranium,,WB-US-01193,Francisco Hernandez,,onco-us-0004,David Patterson,Iron Man,Deadpool,United States,RI,Mixed patient-reported outcomes with moderate improvements in pain management and emotional well-being
text,03cd41b0-89cc-4383-b5e7-8a6a44bfe87a,insights_interaction,latest,,,2024-12-11,MSL Interactions,Oncology,Vibranium,,WB-US-02551,Joshua Wise,,onco-us-0004,David Patterson,Phone,Avenger,United States,CT,"Documented grade 2 immune-related adverse events in 18% of patients, primarily manageable thyroid dysfunction and mild skin reactions"
text,f46d3e58-3ffc-43c9-9210-46d7b25aff4c,insights_interaction,latest,,,2021-01-02,MSL Interactions,Oncology,Vibranium,,WB-US-09528,Maria Walker,,onco-us-0039,Diana Foster,Iron Man,Avenger,United States,CA,Elevated levels of interferon-gamma detected in patients showing a positive response to the treatment.
text,1ea94012-8f2a-475e-990a-568da92a9f03,insights_interaction,latest,,,2021-02-04,MSL Interactions,Oncology,Vibranium,,WB-US-09665,Victoria Jaeger,,onco-us-0039,Diana Foster,Iron Man,X-Men,United States,NV,"Significant correlation detected between PD-L1 expression and treatment response, predictive marker identified"
text,6033db27-aea3-403c-ab23-92e7fd211410,insights_interaction,latest,,,2021-02-27,MSL Interactions,Oncology,Vibranium,,WB-US-09448,Thomas Smallman,,onco-us-0039,Diana Foster,Iron Man,Avenger,United States,NM,Correlation observed between high baseline PD-L1 expression and improved response to Vibranium/Wakanda in lung cancer patients.
text,f4fef55b-0520-4841-aa32-743f3ff01fab,insights_interaction,latest,,,2021-03-31,MSL Interactions,Oncology,Vibranium,,WB-US-09610,Mark Wilburn,,onco-us-0039,Diana Foster,Iron Man,Clinical Pharmacist,United States,HI,Stable disease observed in several patients with lung cancer after two cycles.
text,bb9724ef-dc16-438c-b8ed-bcf6d6c6b16b,insights_interaction,latest,,,2021-04-26,MSL Interactions,Oncology,Vibranium,,WB-US-09757,Angelo Morris,,onco-us-0039,Diana Foster,Ulton,Clinical Pharmacist,United States,ID,Patients reported improved symptom management and reduced pain scores compared to standard therapy
text,8082a82e-897e-413d-9c65-18aa6fc4a655,insights_interaction,latest,,,2021-05-12,MSL Interactions,Oncology,Vibranium,,WB-US-09944,Kevin Hyde,,onco-us-0039,Diana Foster,Iron Man,X-Men,United States,AZ,No serious adverse events reported in the first 10 patients enrolled in the study.
text,6459c0b0-f0d5-4958-9ccd-26099a24004f,insights_interaction,latest,,,2021-09-29,MSL Interactions,Oncology,Vibranium,,WB-US-09944,Kevin Hyde,,onco-us-0039,Diana Foster,Phone,X-Men,United States,AZ,"Patients reported improved quality of life scores on the EORTC QLQ-C30 questionnaire following Vibranium/Wakanda treatment, particularly in terms of fatigue and pain reduction."
text,a3bad89a-71d0-45a6-8cc5-6282a305589a,insights_interaction,latest,,,2022-08-31,MSL Interactions,Oncology,Vibranium,,WB-US-09337,Mario Werner,,onco-us-0039,Diana Foster,Iron Man,Deadpool,United States,UT,"Improved quality of life scores (using EORTC QLQ-C30) observed in patients receiving Vibranium/Wakanda, particularly in reduction of fatigue and pain."
text,8ac149ab-c457-4a2e-af11-f84b2b0a44c2,insights_interaction,latest,,,2022-09-29,MSL Interactions,Oncology,Vibranium,,WB-US-09303,Lucille Herbert,,onco-us-0039,Diana Foster,Phone,X-Men,United States,NM,"Improved patient reported quality of life scores were observed in several patients receiving Vibranium/Wakanda, particularly in terms of fatigue and pain management."
text,89928b43-ea4a-4910-b969-273352487900,insights_interaction,latest,,,2023-01-16,MSL Interactions,Oncology,Vibranium,,WB-US-09863,Katherine Hartsfield,,onco-us-0039,Diana Foster,Iron Man,Avenger,United States,ID,"Strong correlation identified between PD-L1 expression >50% and enhanced therapeutic response, suggesting potential predictive biomarker for patient selection."
text,9b977925-f73c-45ac-b89c-21f421b4f9d6,insights_interaction,latest,,,2023-02-18,MSL Interactions,Oncology,Vibranium,,WB-US-09663,Ellis Wilkins,,onco-us-0039,Diana Foster,Ulton,X-Men,United States,NV,"Emerging evidence suggests potential genetic mutation interactions influencing treatment response, warranting further comprehensive molecular profiling studies."
text,177b470d-f2d2-4810-aeb0-267861f2d1eb,insights_interaction,latest,,,2023-05-16,MSL Interactions,Oncology,Vibranium,,WB-US-09777,Martin Pennington,,onco-us-0039,Diana Foster,Ulton,X-Men,United States,WA,"Observed variability in response rates across different tumor types, highlighting the need for further research to identify optimal patient selection criteria."
text,22f222e1-0084-439f-b224-62c1a20e5c15,insights_interaction,latest,,,2023-11-11,MSL Interactions,Oncology,Vibranium,,WB-US-09505,Eric Reed,,onco-us-0039,Diana Foster,Ulton,X-Men,United States,WA,Machine learning algorithms successfully developed to predict individualized treatment response with unprecedented accuracy.
text,c996c10e-b19f-4f4a-8868-d20749b93283,insights_interaction,latest,,,2024-03-26,MSL Interactions,Oncology,Vibranium,,WB-US-09949,Michele Copeland,,onco-us-0039,Diana Foster,Iron Man,X-Men,United States,CO,Promising results in triple-negative breast cancer subtype with 35% response rate
text,37db99d9-65cc-483d-955f-d7d2e656e784,insights_interaction,latest,,,2024-07-03,MSL Interactions,Oncology,Vibranium,,WB-US-09502,Richard Santos,,onco-us-0039,Diana Foster,Iron Man,Avenger,United States,UT,Progression-free survival varied significantly based on the patient's prior treatment history and overall health status.
text,58dcb6b9-fdf4-43a2-bf8b-4286fd751804,insights_interaction,latest,,,2024-07-09,MSL Interactions,Oncology,Vibranium,,WB-US-09965,Julia Cobbley,,onco-us-0039,Diana Foster,Iron Man,Avenger,United States,UT,"Correlation between baseline tumor mutational burden (TMB) and response to Vibranium/Wakanda is currently being investigated.  Preliminary data suggests a potential link, but further analysis is required to validate this finding."
text,0692ebd5-07a6-47fc-9eac-79950dc1f3d4,insights_interaction,latest,,,2024-12-10,MSL Interactions,Oncology,Vibranium,,WB-US-09528,Maria Walker,,onco-us-0039,Diana Foster,Ulton,Avenger,United States,CA,Increased incidence of immune-related adverse events compared to standard treatments
text,640db411-3758-4f24-9574-ecfd0b58c885,insights_interaction,latest,,,2022-02-18,MSL Interactions,Oncology,Vibranium,,WB-EU-03550,Sarah Warner,,onco-eu-0065,Dmitri Sokolov,Phone,Deadpool,Ireland,,"Patients with advanced metastatic lung cancer showed a 42% objective response rate after 12 weeks of Vibranium/Wakanda, with median progression-free survival extending to 7.3 months."
text,cf5a1982-18e8-4d92-8486-51e51215bb02,insights_interaction,latest,,,2022-02-22,MSL Interactions,Oncology,Vibranium,,WB-EU-03830,Phil Peralta,,onco-eu-0065,Dmitri Sokolov,Phone,Deadpool,Ireland,,"Patients reported significant improvements in symptom burden and functional status, with EORTC QLQ-C30 scores showing substantial quality of life enhancement during treatment."
text,a539cb7f-3e04-4389-a37d-15abe900b769,insights_interaction,latest,,,2022-05-29,MSL Interactions,Oncology,Vibranium,,WB-EU-03289,Larry Doherty,,onco-eu-0065,Dmitri Sokolov,Iron Man,Deadpool,Ireland,,"Improved patient reported quality of life scores were observed in several patients receiving Vibranium/Wakanda, particularly in terms of fatigue and pain management."
text,787dcfd6-6c77-4381-b935-db61827b7b42,insights_interaction,latest,,,2022-08-05,MSL Interactions,Oncology,Vibranium,,WB-EU-03663,James Bedford,,onco-eu-0065,Dmitri Sokolov,Phone,Avenger,France,,"Significant tumor shrinkage observed in pancreatic cancer patients with limited conventional treatment options, offering promising alternative approach."
text,cb09f9a8-c6f6-43fb-b73b-2ec496fae842,insights_interaction,latest,,,2022-08-12,MSL Interactions,Oncology,Vibranium,,WB-EU-03268,Maria Puglia,,onco-eu-0065,Dmitri Sokolov,Iron Man,X-Men,France,,"Patient with advanced pancreatic cancer (stage IV) experienced a significant reduction in tumor size (50%) after 3 cycles of Vibranium/Wakanda therapy, accompanied by improved performance status and alleviation of abdominal pain.  This was unexpected given the patient's poor prognosis at baseline."
text,16d02af5-2e49-4845-94e4-91b6f3fe6dce,insights_interaction,latest,,,2022-11-04,MSL Interactions,Oncology,Vibranium,,WB-EU-03382,Jennifer Blankenship,,onco-eu-0065,Dmitri Sokolov,Ulton,X-Men,Ireland,,Enhanced long-term survival signals in patients with specific genomic alterations
text,bc87663c-42b0-4e3d-8349-8e6c68d85d5e,insights_interaction,latest,,,2022-11-13,MSL Interactions,Oncology,Vibranium,,WB-EU-03180,Ronald Palmer,,onco-eu-0065,Dmitri Sokolov,Phone,Wolverine,Ireland,,"Increased PD-L1 expression observed in tumor biopsies post-treatment, suggesting a potential mechanism of action for the combination therapy."
text,7167e313-9b39-4298-837d-0ef0ce390543,insights_interaction,latest,,,2022-12-10,MSL Interactions,Oncology,Vibranium,,WB-EU-03267,Rodney Nunez,,onco-eu-0065,Dmitri Sokolov,Iron Man,Deadpool,Ireland,,Early detection of response based on circulating tumor DNA analysis.
text,1bdfff5e-f651-4239-8aa8-5cf317218be1,insights_interaction,latest,,,2023-02-07,MSL Interactions,Oncology,Vibranium,,WB-EU-03268,Maria Puglia,,onco-eu-0065,Dmitri Sokolov,Iron Man,X-Men,France,,Preliminary investigation of circulating tumor DNA reveals potential early response predictors requiring further validation.
text,445225ef-57aa-4113-8d7b-4f61d0336b14,insights_interaction,latest,,,2023-04-11,MSL Interactions,Oncology,Vibranium,,WB-EU-03180,Ronald Palmer,,onco-eu-0065,Dmitri Sokolov,Iron Man,Wolverine,Ireland,,"Observed mild to moderate immune-related adverse events in 23% of patients, primarily low-grade fatigue and transient hepatic enzyme elevations requiring routine monitoring."
text,719f9fb8-171a-4ca0-9efb-42a1d57514ff,insights_interaction,latest,,,2023-06-22,MSL Interactions,Oncology,Vibranium,,WB-EU-03207,Kara Allen,,onco-eu-0065,Dmitri Sokolov,Iron Man,X-Men,United Kingdom,,Cost-effectiveness analysis suggests potential for reduced healthcare resource utilization compared to traditional treatment protocols
text,acb7a3a5-a67d-4228-a5fc-b7bd8fdd55a1,insights_interaction,latest,,,2023-07-22,MSL Interactions,Oncology,Vibranium,,WB-EU-03374,Tracy Williams,,onco-eu-0065,Dmitri Sokolov,Phone,Wolverine,United Kingdom,,Enhanced synergistic effects in combination with targeted molecular therapies
text,bc12e6b9-b6cc-47a3-b3d5-792034776bcf,insights_interaction,latest,,,2023-10-10,MSL Interactions,Oncology,Vibranium,,WB-EU-03929,Paul Cole,,onco-eu-0065,Dmitri Sokolov,Phone,X-Men,United Kingdom,,"Improved patient reported quality of life scores were observed in several patients receiving Vibranium/Wakanda, particularly in terms of fatigue and pain management."
text,55402580-b9e2-4fcb-bc1e-a0426525c003,insights_interaction,latest,,,2024-01-21,MSL Interactions,Oncology,Vibranium,,WB-EU-03267,Rodney Nunez,,onco-eu-0065,Dmitri Sokolov,Iron Man,Deadpool,Ireland,,"Patients reported significantly reduced pain scores and improved performance status compared to standard chemotherapy, indicating enhanced symptomatic management."
text,a9690c93-8c0e-4062-aaf9-4fb628d5e909,insights_interaction,latest,,,2024-02-17,MSL Interactions,Oncology,Vibranium,,WB-EU-03374,Tracy Williams,,onco-eu-0065,Dmitri Sokolov,Iron Man,Wolverine,United Kingdom,,Grade 1 fatigue and mild nausea reported in a patient receiving Vibranium/Wakanda. Symptoms resolved with supportive care.
text,140226ba-6be6-4181-8fae-81a747f7aaac,insights_interaction,latest,,,2024-04-25,MSL Interactions,Oncology,Vibranium,,WB-EU-03549,Patricia Tucker,,onco-eu-0065,Dmitri Sokolov,Iron Man,Wolverine,Ireland,,"Enhanced synergistic effects demonstrated when combined with targeted molecular therapies, expanding potential treatment combinations."
text,3ed594a4-3e2e-4130-b04b-c7750b85e4ca,insights_interaction,latest,,,2024-08-11,MSL Interactions,Oncology,Vibranium,,WB-EU-03550,Sarah Warner,,onco-eu-0065,Dmitri Sokolov,Phone,Deadpool,Ireland,,Grade 2 immune-related adverse events reported in 18% of patients during initial treatment phase
text,3ba3c236-18e5-4e4a-a3d9-26976d9121cb,insights_interaction,latest,,,2024-08-27,MSL Interactions,Oncology,Vibranium,,WB-EU-03791,Faustino Rodriguez,,onco-eu-0065,Dmitri Sokolov,Ulton,X-Men,Ireland,,"Promising results in combination therapy with checkpoint inhibitors, showing synergistic effect and enhanced overall response rates"
